"IdComment","IdStr","UserName","Message","Retweets","Hashtags","Mentions","TweetBoundingBox","TweetCoordinates","TweetPlaceName","UserLocation","UserFollowers","UserFriends","CreatedAt","Source","Votes","Positive","Negative","Neutral","Reason","VeryPositive","VeryNegative","evaluator1","evaluator2","evaluator3"
"708406856406925000","708406856406925000","_NettoCWB","@ellentwiss @BlogOlhoNaMira @blogdojota @Boca_Maldita @fabiocampana @gazetadopovo @Curitiba_PMC @gustavofruet São três erros na foto. Quais?","2","[]","[{u'id': 74966011, u'indices': [0, 11], u'id_str': u'74966011', u'screen_name': u'ellentwiss', u'name': u'InfoCanalBRxae'}, {u'id': 154336315, u'indices': [12, 27], u'id_str': u'154336315', u'screen_name': u'BlogOlhoNaMira', u'name': u'Blog Olho na Mira'}, {u'id': 119731647, u'indices': [28, 39], u'id_str': u'119731647', u'screen_name': u'blogdojota', u'name': u'Jota Agostinho'}, {u'id': 61868251, u'indices': [40, 53], u'id_str': u'61868251', u'screen_name': u'Boca_Maldita', u'name': u'Boca Maldita'}, {u'id': 34208373, u'indices': [54, 67], u'id_str': u'34208373', u'screen_name': u'fabiocampana', u'name': u'Fxe1bio Campana'}, {u'id': 15084884, u'indices': [68, 81], u'id_str': u'15084884', u'screen_name': u'gazetadopovo', u'name': u'Gazeta do Povo'}, {u'id': 68693419, u'indices': [82, 95], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 33642328, u'indices': [96, 109], u'id_str': u'33642328', u'screen_name': u'gustavofruet', u'name': u'Gustavo Fruet'}]",NULL,NULL,NULL,"Curitiba.","517","437","2016-03-11 21:38:50","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","1333261746689944","481008992083404"
"708427628454158000","708427628454158000","EdgarSerratto","#curitiba #parana #brasil  curitiba_pmc @karinasonaglio curitibacool xvcuritiba curitibanices… https://t.co/8ynEUrOzXi","0","[{u'indices': [0, 9], u'text': u'curitiba'}, {u'indices': [10, 17], u'text': u'parana'}, {u'indices': [18, 25], u'text': u'brasil'}]","[{u'id': 111388648, u'indices': [40, 55], u'id_str': u'111388648', u'screen_name': u'karinasonaglio', u'name': u'Karina Sonaglio u221e'}]",NULL,NULL,NULL,"Curitiba - PR","258","137","2016-03-11 23:01:23","twitter_curitiba","3","0","0","3",NULL,"0","0","805075212894032","1038636122878195","10207501925518729"
"708442395919131000","708442395919131000","mirosanova_dep","GRANDE ENCONTRO  AMANHÃ A PARTIR DE 8h NA UFPA!!! https://t.co/jNh53ThWGn","0","[]","[]",NULL,NULL,NULL,NULL,"9","3","2016-03-12 00:00:04","twitter_ufpa","3","1","0","2",NULL,"0","0","10204357608859391","805075212894032","481008992083404"
"708457767535821000","708457767535821000","PassaConcursos","Hoje é o último dia de Inscrição para o Concurso Prefeitura de Curitiba - PR! https://t.co/rXbFXjRxEw https://t.co/351cX9kQlf","0","[]","[]",NULL,NULL,NULL,NULL,"8","0","2016-03-12 01:01:08","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","870576423064299","1333261746689944"
"708461691495981000","708461691495981000","Deehriioos","Ajuda a compartilhar por favor, carro do meu cunhado! @plantao190 @Curitiba_PMC https://t.co/TO6hd7Z3e6","10","[]","[{u'id': 15493428, u'indices': [54, 65], u'id_str': u'15493428', u'screen_name': u'plantao190', u'name': u'Plantxe3o 190'}, {u'id': 68693419, u'indices': [66, 79], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba","52","136","2016-03-12 01:16:44","twitter_curitiba","3","0","1","2",NULL,"0","0","942667965849460","805075212894032","251044251911114"
"708477509017457000","708477509017457000","msalomaoneto","@MarcosValews fazendo coreografia de frevo/samba/watch me na na.... os alunos mais caros da ufpa, melhores alunos","2","[]","[{u'id': 407186050, u'indices': [0, 13], u'id_str': u'407186050', u'screen_name': u'MarcosValews', u'name': u'Marcoto'}]",NULL,NULL,NULL,"fundo do poço","918","456","2016-03-12 02:19:35","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1333261746689944","951289924984798"
"708506553041756000","708506553041756000","HistTweet","Antiguidade &gt;&gt;  @radiowebufpa: 'Se liga galera que vai fazer o ENEM. O UFPA na … https://t.co/1rOgQZng0f, see more https://t.co/CD94MmOUrZ","0","[]","[{u'id': 44711660, u'indices': [22, 35], u'id_str': u'44711660', u'screen_name': u'radiowebufpa', u'name': u'Rxe1dio Web UFPA'}]",NULL,NULL,NULL,NULL,"309","3","2016-03-12 04:15:00","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1333261746689944","1022105604535423"
"708612922075963000","708612922075963000","Motokeiro","@Curitiba_PMC Pra que faixa verde se já existe a faixa de travessia e sinaleiro?? Idéia idiota q só gera gastos https://t.co/gpR8Oegilb","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,NULL,"18","65","2016-03-12 11:17:40","twitter_curitiba","3","0","1","2",NULL,"0","0","10207501925518729","1022105604535423","1333261746689944"
"708618309000888000","708618309000888000","leiomaurobonna","Hoje, a partir das 18h, a 3ª rodada da enquete entre quatro reitoráveis da UFPA.","4","[]","[]",NULL,NULL,NULL,"www.maurobonna.com.br","11699","0","2016-03-12 11:39:05","twitter_ufpa","6","2","0","4",NULL,"0","0","10207501925518729","1333261746689944","1022105604535423"
"708637227325248000","708637227325248000","mvictoriabb","Participei da série de entrevistas com os pré-candidatos à Prefeitura de Curitiba, promovida pela Rádio Barigui... https://t.co/XxctnCkIuJ","0","[]","[]",NULL,NULL,NULL,"Curitiba, Paraná","9261","188","2016-03-12 12:54:15","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","951289924984798","870576423064299"
"708653760776675000","708653760776675000","Khaupaiva","Ufpa x Ufra -  SLDU (@ Ginasio - Escola Superior de Educacao Fisica) https://t.co/B8q3EqWqKA","0","[]","[]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Belém","295","579","2016-03-12 13:59:57","twitter_ufpa","3","0","0","3",NULL,"0","0","10207501925518729","951289924984798","1149345581743917"
"708673560248721000","708673560248721000","_NettoCWB","@ellentwiss @BlogOlhoNaMira @blogdojota @Boca_Maldita @fabiocampana @gazetadopovo @Curitiba_PMC @gustavofruet UFPR https://t.co/vIakeHfu2B","2","[]","[{u'id': 74966011, u'indices': [0, 11], u'id_str': u'74966011', u'screen_name': u'ellentwiss', u'name': u'InfoCanalBRxae'}, {u'id': 154336315, u'indices': [12, 27], u'id_str': u'154336315', u'screen_name': u'BlogOlhoNaMira', u'name': u'Blog Olho na Mira'}, {u'id': 119731647, u'indices': [28, 39], u'id_str': u'119731647', u'screen_name': u'blogdojota', u'name': u'Jota Agostinho'}, {u'id': 61868251, u'indices': [40, 53], u'id_str': u'61868251', u'screen_name': u'Boca_Maldita', u'name': u'Boca Maldita'}, {u'id': 34208373, u'indices': [54, 67], u'id_str': u'34208373', u'screen_name': u'fabiocampana', u'name': u'Fxe1bio Campana'}, {u'id': 15084884, u'indices': [68, 81], u'id_str': u'15084884', u'screen_name': u'gazetadopovo', u'name': u'Gazeta do Povo'}, {u'id': 68693419, u'indices': [82, 95], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 33642328, u'indices': [96, 109], u'id_str': u'33642328', u'screen_name': u'gustavofruet', u'name': u'Gustavo Fruet'}]",NULL,NULL,NULL,"Curitiba.","517","437","2016-03-12 15:18:37","twitter_curitiba","3","0","0","3",NULL,"0","0","805075212894032","1038636122878195","10207501925518729"
"708700590839214000","708700590839214000","reclamebairroSC","Prefeitura de Curitiba https://t.co/7Tnn2bYI0Z","0","[]","[]",NULL,NULL,NULL,"Brasil","164","67","2016-03-12 17:06:02","twitter_curitiba","4","0","0","4",NULL,"0","0","10207501925518729","1022105604535423","481008992083404"
"708774855869669000","708774855869669000","Ana_Prado","O projeto de universidade hoje é a UFPA aberta, coletiva e cidadã. #joaoreitor  https://t.co/MQHF2KbGgT","0","[{u'indices': [67, 78], u'text': u'joaoreitor'}]","[]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Amazon, Brazil.","1232","426","2016-03-12 22:01:08","twitter_ufpa","3","0","0","2",NULL,"1","0","10207501925518729","870576423064299","1333261746689944"
"708776967986934000","708776967986934000","jorgesarges","Por uma UFPA aberta, coletiva e cidadã! Eu sou… https://t.co/MX2HVpCYjZ","0","[]","[]",NULL,NULL,NULL,"Belém - Pará","48","84","2016-03-12 22:09:32","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1022105604535423","967101706713483"
"708812940846174000","708812940846174000","rivabacana","#LevandoVida #NovasPromessas Curitiba Gospel Fest RPC Prefeitura de Curitiba Apoio&gt; Rádio Nova Vida... https://t.co/uGD2ORtjGP","0","[{u'indices': [0, 12], u'text': u'LevandoVida'}, {u'indices': [13, 28], u'text': u'NovasPromessas'}]","[]",NULL,NULL,NULL,"PARANA - BRASIL","1065","1988","2016-03-13 00:32:28","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","1333261746689944","951289924984798"
"708962814593995000","708962814593995000","azellite","Vida Universitária já saiu! https://t.co/zTBWIZ3ZS5 Graças a @UFPA_Oficial https://t.co/rWeoGIq1Ge","0","[]","[{u'id': 82086393, u'indices': [61, 74], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"Brazil","1227","1926","2016-03-13 10:28:01","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","481008992083404","1054803564576568"
"709036557622243000","709036557622243000","luan_lps","UFPA","0","[]","[]",NULL,NULL,NULL,NULL,"474","681","2016-03-13 15:21:03","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","481008992083404","951289924984798"
"709106392297247000","709106392297247000","CostaRaqmaria","#souEmmanuelGilmar porque quero uma UFPA para todos. https://t.co/epfrbCfmp3","1","[{u'indices': [0, 18], u'text': u'souEmmanuelGilmar'}]","[]",NULL,NULL,NULL,"Cametá","13","60","2016-03-13 19:58:33","twitter_ufpa","9","0","5","4",NULL,"0","0","1127313857292099","1022105604535423","1022105604535423"
"709143668901466000","709143668901466000","ariloureiro","Eu voto #JoãoReitor  https://t.co/HRxkwG6ybw https://t.co/VpYaxSKR5D","0","[{u'indices': [8, 19], u'text': u'Joxe3oReitor'}]","[]",NULL,NULL,NULL,"Belém/Pará","23","83","2016-03-13 22:26:40","twitter_ufpa","4","1","0","2",NULL,"1","0","1333261746689944","10207501925518729","916609715103449"
"709150300117082000","709150300117082000","ariloureiro","@leiomaurobonna Com #JoãoReitor 1. Graduação pública, gratuita e de qualidade é prioridade para a UFPA. https://t.co/dYoBKDLIdH","0","[{u'indices': [20, 31], u'text': u'Joxe3oReitor'}]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}]",NULL,NULL,NULL,"Belém/Pará","23","83","2016-03-13 22:53:01","twitter_ufpa","3","0","0","2",NULL,"1","0","10207501925518729","1149345581743917",
"709182725211746000","709182725211746000","aaaufra","Blitz da defesa da Ufra, jogo perigoso e falta de ataque da Ufpa.","0","[]","[]",NULL,NULL,NULL,NULL,"16","64","2016-03-14 01:01:52","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","870576423064299","951289924984798"
"709184005606941000","709184005606941000","aaaufra","Falha da defesa e a ufpa chega ao empate. UFRA 1 x 1 ufpa","0","[]","[]",NULL,NULL,NULL,NULL,"16","64","2016-03-14 01:06:57","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1333261746689944","481008992083404"
"709191149186105000","709191149186105000","CACS_UFPA","II SEMINÁRIO As violências Contra as Mulheres: uma Discussão sobre Saúde, Direitos e Enfrentamento   DIA... https://t.co/RAltNngsIq","0","[]","[]",NULL,NULL,NULL,"Belém/PA","268","43","2016-03-14 01:35:20","twitter_ufpa","3","0","0","3",NULL,"0","0","10207501925518729","1054803564576568","951289924984798"
"709215113014813000","709215113014813000","BetaLorens","""Hier lebe ich deutch, entschuldigung."" #FoursquareFind @ Casa de Estudos Germânicos - CEG / UFPA https://t.co/PuvXPYu62y","0","[{u'indices': [40, 55], u'text': u'FoursquareFind'}]","[]",NULL,NULL,NULL,"Belém, Pará","982","1171","2016-03-14 03:10:34","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1022105604535423","481008992083404"
"709347811331023000","709347811331023000","ciclistacwb","Prefeitura de Curitiba resgata patrimônio na Fazendinha, certifica agentes de trânsito e entrega novos paraciclos. https://t.co/9ktJpM4a0K","1","[]","[]",NULL,NULL,NULL,"curitiba","1554","404","2016-03-14 11:57:51","twitter_curitiba","3","1","0","2",NULL,"0","0","1022105604535423","942667965849460","251044251911114"
"709348655069864000","709348655069864000","ica_ufpa","Filha de Paulo Freire faz palestra na UFPA sobre educação de adultos  Na segunda-feira, 14 de março, será... https://t.co/Y90Siv8cQD","1","[]","[]",NULL,NULL,NULL,"Belém","931","370","2016-03-14 12:01:13","twitter_ufpa","3","0","0","2",NULL,"1","0","10207501925518729","870576423064299","951289924984798"
"709367768831943000","709367768831943000","brunadconde","@brewnu @UFPA_Oficial nada mesmo,provavel sair só de tarde.","0","[]","[{u'id': 999745590, u'indices': [0, 7], u'id_str': u'999745590', u'screen_name': u'brewnu', u'name': u'breno'}, {u'id': 82086393, u'indices': [8, 21], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"Belém, Brasil","133","172","2016-03-14 13:17:10","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","1333261746689944","951289924984798"
"709369507480003000","709369507480003000","CamaraCuritiba","@Prof_Galdino debate proposta da @Curitiba_PMC que doa área no Sítio Cercado p/ @cohabcuritiba.   Ouça: https://t.co/N0aP5XWnGe","1","[]","[{u'id': 64411187, u'indices': [0, 13], u'id_str': u'64411187', u'screen_name': u'Prof_Galdino', u'name': u'Prof. Galdino'}, {u'id': 68693419, u'indices': [33, 46], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 136003568, u'indices': [80, 94], u'id_str': u'136003568', u'screen_name': u'cohabcuritiba', u'name': u'COHAB 50 anos'}]",NULL,NULL,NULL,"Curitiba - Paraná","7410","97","2016-03-14 13:24:04","twitter_curitiba","11","0","0","11",NULL,"0","0","1333261746689944","1022105604535423","988762107874460"
"709379594487534000","709379594487534000","_ThiagoLS","Yup (@ Universidade Federal do Pará (UFPA) - @ufpa_oficial in Belém, PA) https://t.co/zYlrDnbiPY","0","[]","[{u'id': 82086393, u'indices': [45, 58], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil",NULL,"170","127","2016-03-14 14:04:09","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","1701828520084643","870576423064299"
"709460737245254000","709460737245254000","ILucyana","1 day (@ Universidade Federal do Pará (UFPA) - @ufpa_oficial in Belém, PA) https://t.co/BASNCdkUOg","0","[]","[{u'id': 82086393, u'indices': [47, 60], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Brasil","468","269","2016-03-14 19:26:35","twitter_ufpa","3","0","0","2",NULL,"1","0","10207501925518729","1333261746689944","986190778102485"
"709479070728327000","709479070728327000","MarxeHegel","A UFPA precisa olhar a graduação com + atenção. Neste momento @joaoreitorufpa reúne todas as condições p/ a gestão. https://t.co/RxfcLAujoJ","0","[]","[{u'id': 700450391465582592, u'indices': [62, 77], u'id_str': u'700450391465582592', u'screen_name': u'joaoreitorufpa', u'name': u'Joxe3o Reitor - UFPA'}]",NULL,NULL,NULL,NULL,"4","65","2016-03-14 20:39:26","twitter_ufpa","2","0","0","2",NULL,"0","0","1333261746689944","1763655113854603",
"709481163417637000","709481163417637000","valteraguiar","Uma ideia para os serelepes locais. @Curitiba_PMC  https://t.co/YEFHV8gTxW","0","[]","[{u'id': 68693419, u'indices': [36, 49], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba, Brasil","111","542","2016-03-14 20:47:45","twitter_curitiba","3","0","1","2",NULL,"0","0","10207501925518729","1333261746689944","951289924984798"
"709491722942849000","709491722942849000","amandahck","@Curitiba_PMC não para @tuintoo","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 85859536, u'indices': [23, 31], u'id_str': u'85859536', u'screen_name': u'tuintoo', u'name': u'Julha'}]",NULL,NULL,NULL,"Curitiba","621","308","2016-03-14 21:29:43","twitter_curitiba","4","0","0","4",NULL,"0","0","10207501925518729","951289924984798","1054803564576568"
"709511855241339000","709511855241339000","bob_tutb","Estão abertas as inscrições para o Processo seletivo para participar,das provas de Canoagem No #Brt. Participem! Apoio:Prefeitura de Belém.","0","[{u'indices': [95, 99], u'text': u'Brt'}]","[]",NULL,NULL,NULL,NULL,"53","183","2016-03-14 22:49:43","twitter_belem","3","0","0","3",NULL,"0","0","805075212894032","876974645758428","1022105604535423"
"709532523118903000","709532523118903000","erikagodin","UFPA divulga segunda repescagem no Sisu https://t.co/nJDa3UL9ot","0","[]","[]",NULL,NULL,NULL,"Brasil- Belem/Pa","228","427","2016-03-15 00:11:50","twitter_ufpa","3","0","0","2",NULL,"1","0","805075212894032","876974645758428","1022105604535423"
"709541676524687000","709541676524687000","RodrigoWanzeler","@belemblitz @Alemourao1974 @ingridsouzafoto @prefeiturabelem Acabei de passar por lá e vi a cena.","1","[]","[{u'id': 408042125, u'indices': [0, 11], u'id_str': u'408042125', u'screen_name': u'belemblitz', u'name': u'Belxe9m Blitz'}, {u'id': 3393768533, u'indices': [12, 26], u'id_str': u'3393768533', u'screen_name': u'Alemourao1974', u'name': u'Alessandro Mourao'}, {u'id': 195590083, u'indices': [27, 43], u'id_str': u'195590083', u'screen_name': u'ingridsouzafoto', u'name': u'Ingrid Souza'}, {u'id': 1934139290, u'indices': [44, 60], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Belém","234","170","2016-03-15 00:48:12","twitter_belem","3","0","0","3",NULL,"0","0","805075212894032","876974645758428","1022105604535423"
"709591023647855000","709591023647855000","wqfelix","Indo dormir pq amanhã tenho nada pra fazer além de acordar tarde e ir pra ufpa fazer nada.","0","[]","[]",NULL,NULL,NULL,"Por aí","277","102","2016-03-15 04:04:18","twitter_ufpa","4","1","0","3",NULL,"0","0","10207501925518729","1054803564576568","1198194900225799"
"709674562590548000","709674562590548000","____analuisa","cidade modelo ????? (at @Curitiba_pmc in Curitiba, PR, PR) https://t.co/acwpGtKCXx","0","[]","[{u'id': 68693419, u'indices': [21, 34], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","41","1503","517","2016-03-15 09:36:15","twitter_curitiba","3","0","1","2",NULL,"0","0","10207501925518729","481008992083404","1022105604535423"
"709706995776012000","709706995776012000","thaisatcos",":/ (@ Universidade Federal do Pará (UFPA) - @ufpa_oficial in Belém, PA w/ @riclouds @anandaridart) https://t.co/hcZpznF8dF","0","[]","[{u'id': 82086393, u'indices': [44, 57], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}, {u'id': 386492319, u'indices': [74, 83], u'id_str': u'386492319', u'screen_name': u'riclouds', u'name': u'Pandinha'}, {u'id': 50183020, u'indices': [84, 97], u'id_str': u'50183020', u'screen_name': u'anandaridart', u'name': u'Florida Kilos'}]",NULL,NULL,NULL,"Belém, Pará","807","273","2016-03-15 11:45:08","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","481008992083404","870576423064299"
"709711929363866000","709711929363866000","ica_ufpa","Universidade oferta vagas para professor em concurso público  A Universidade Federal do Pará (UFPA) continua com... https://t.co/zGe9JjMT1R","0","[]","[]",NULL,NULL,NULL,"Belém","931","370","2016-03-15 12:04:44","twitter_ufpa","3","0","0","3",NULL,"0","0","10207501925518729","951289924984798","1054803564576568"
"709744252364829000","709744252364829000","marcoslleal","UFPA https://t.co/Ggp3J5oXz1 https://t.co/JxIf7pS2BA","0","[]","[]",NULL,NULL,NULL,"Belém, Pará, Brasil","444","833","2016-03-15 14:13:10","twitter_ufpa","3","0","0","3",NULL,"0","0","10207501925518729","1056599264378504","1333261746689944"
"709762139477697000","709762139477697000","sheisarah","@UFPA_Oficial quando vai sair o resultado do mobex?","0","[]","[{u'id': 82086393, u'indices': [0, 13], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"Belém, Pará","1469","466","2016-03-15 15:24:15","twitter_ufpa","3","0","0","3",NULL,"0","0","805075212894032","251044251911114","942667965849460"
"709794249143747000","709794249143747000","JoyceSanchotene","Capela Santa Maria inaugura tour virtual pelo Google Street View - Prefeitura de Curitiba https://t.co/9BiwNvTSJ3","0","[]","[]",NULL,NULL,NULL,"Curitiba-Brazil","13577","12861","2016-03-15 17:31:50","twitter_curitiba","3","0","0","2",NULL,"0","1","805075212894032","876974645758428","849941985109873"
"709814007172096000","709814007172096000","isabelahmd","Casa da melhor ?? (@ Sítio Cercado - @curitiba_pmc in Curitiba, PR) https://t.co/eoKES0yCjl","0","[]","[{u'id': 68693419, u'indices': [37, 50], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","Curitiba, Paraná","483","493","2016-03-15 18:50:21","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","481008992083404","1333261746689944"
"709815225000858000","709815225000858000","tah_viapiana","No evento, Romanelli disse: ""o PSB tem obrigação de lançar Luciano Ducci como candidato à Prefeitura de Curitiba"" (+)","0","[]","[]",NULL,NULL,NULL,"Curitiba","4447","443","2016-03-15 18:55:12","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","1333261746689944","1054803564576568"
"709820142251807000","709820142251807000","JimmyFucker","@euamotubaina investigar a página Prefeitura de Curitiba (prefs)","0","[]","[{u'id': 8750392, u'indices': [0, 13], u'id_str': u'8750392', u'screen_name': u'euamotubaina', u'name': u'Eduardo Roberto'}]",NULL,NULL,NULL,"São Paulo, Brasil","2257","1127","2016-03-15 19:14:44","twitter_curitiba","3","0","1","2",NULL,"0","0","10207501925518729","1149345581743917",
"709824957266731000","709824957266731000","theycallmenickz","@Curitiba_PMC tem isso ai no Rio @bawwnie","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 74873088, u'indices': [33, 41], u'id_str': u'74873088', u'screen_name': u'bawwnie', u'name': u'u2500'}]",NULL,NULL,NULL,NULL,"274","164","2016-03-15 19:33:52","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","481008992083404","1333261746689944"
"709839629097288000","709839629097288000","brunocap77","E uns ainda falam que vida de contador é tranquila... (@ Prefeitura de Curitiba in Curitiba, PR) https://t.co/8rTvoALMkW","0","[]","[]",NULL,NULL,NULL,NULL,"197","144","2016-03-15 20:32:10","twitter_curitiba","3","0","1","2",NULL,"0","0","10207501925518729","481008992083404","1333261746689944"
"709852678277485000","709852678277485000","TaliBuchuk","Às 18h20 quase em frente ao número 317 da Vicente Machado. Identificação AC938 @Curitiba_PMC @TransitoSetran","0","[]","[{u'id': 68693419, u'indices': [79, 92], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 171502474, u'indices': [93, 108], u'id_str': u'171502474', u'screen_name': u'TransitoSetran', u'name': u'Trxe2nsitoSetran'}]",NULL,NULL,NULL,"Curitiba/PR","900","453","2016-03-15 21:24:01","twitter_curitiba","4","0","0","4",NULL,"0","0","10207501925518729","951289924984798","1198194900225799"
"709889319280841000","709889319280841000","FrenteAmpla","“Vou disputar a prefeitura de Curitiba”, afirma Ducci https://t.co/2910PcsHs3","0","[]","[]",NULL,NULL,NULL,"Curitiba Pr","121","437","2016-03-15 23:49:37","twitter_curitiba","3","0","0","3",NULL,"0","0","1198194900225799","1333261746689944","805075212894032"
"709902817021071000","709902817021071000","GlassiF","@togucoelho @Curitiba_PMC  Curitiba precisa voltar a sorrir....","0","[]","[{u'id': 69685553, u'indices': [0, 11], u'id_str': u'69685553', u'screen_name': u'togucoelho', u'name': u'Guto Coelho'}, {u'id': 68693419, u'indices': [12, 25], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba, Paraná","1651","1641","2016-03-16 00:43:15","twitter_curitiba","7","0","1","6",NULL,"0","0","1022105604535423","1054803564576568","1149345581743917"
"709907808507060000","709907808507060000","eucaamilaa","@UFPA_Oficial posso participar das duas repescagens? Pelo sisu e pelo tradicional ps2016?","0","[]","[{u'id': 82086393, u'indices': [0, 13], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"Belém","43","105","2016-03-16 01:03:05","twitter_ufpa","3","0","0","3",NULL,"0","0","805075212894032","849941985109873","1022105604535423"
"709911153112179000","709911153112179000","PahGodoy","@Curitiba_PMC prefs, estamos a caminho!!! @giujc","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 36237700, u'indices': [42, 48], u'id_str': u'36237700', u'screen_name': u'giujc', u'name': u'Giuliano Carneiro'}]",NULL,NULL,NULL,"Brasil","201","212","2016-03-16 01:16:23","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","1149345581743917","481008992083404"
"710098333478560000","710098333478560000","Andreza_Rossini","Prefeitura de Curitiba faz mutirão para conciliação de dívidas. Saiba mais em: https://t.co/ScCbVzAwfm #ParanáPortal","0","[{u'indices': [103, 116], u'text': u'Paranxe1Portal'}]","[]",NULL,NULL,NULL,"Colombo - PR","75","278","2016-03-16 13:40:10","twitter_curitiba","3","0","0","2",NULL,"1","0","10207501925518729","870576423064299","951289924984798"
